1,0.034953124,0.141029362,0,0.124830074,0.105708743,0,0.141029362,0.060583886,0.230689166,0.047083642,0.060691085,0.105938247,0.729463266,0.131336833,0.071286482,0,0,0.059118488,0,0.071286482,0,0.071286482,0.729463266,0.17124994,0,0
0.034953124,1,0.033955763,0,0.067846925,0.025603234,0.031506784,0.033955763,0.084886159,0.057535974,0.061137755,0.084988048,0.06018873,0.024118515,0.035164625,0.094517928,0,0,0.076610568,0.073713671,0.094517928,0.133424632,0.094517928,0.024118515,0.082463995,0,0
0.141029362,0.033955763,1,0.103747618,0.292422537,0.455782033,0,0.135412554,0.058070914,0.220834216,0.045049973,0.058169396,0.249504462,0.102964807,0.127287599,0.067832523,0,0,0.056320518,0,0.067832523,0,0.067832523,0.102964807,0.16442953,0,0
0,0,0.103747618,1,0.222253961,0.079903516,0,0,0,0,0,0,0.077357404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.124830074,0.067846925,0.292422537,0.222253961,1,0.223039486,0,0.12040928,0.113815656,0.19479906,0.149653898,0.203284628,0.484643122,0.091347716,0.116089947,0.130429449,0,0,0.106770492,0,0.130429449,0,0.587110386,0.091347716,0.367804818,0,0
0.105708743,0.025603234,0.455782033,0.079903516,0.223039486,1,0,0.101978628,0.04352713,0.174906728,0.031573501,0.043592211,0.193216084,0.072687541,0.101457734,0.049853616,0,0,0.040230078,0,0.049853616,0,0.049853616,0.072687541,0.127687526,0,0
0,0.031506784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035900883,0,0,0,0.02523751,0,0,0,0,0.133228727
0.141029362,0.033955763,0.135412554,0,0.12040928,0.101978628,0,1,0.058070914,0.220834216,0.045049973,0.058169396,0.102737131,0.102964807,0.215375903,0.067832523,0,0,0.056320518,0,0.067832523,0,0.067832523,0.102964807,0.16442953,0,0
0.060583886,0.084886159,0.058070914,0,0.113815656,0.04352713,0,0.058070914,1,0.094989657,0.114345988,0.147392634,0.096590754,0.04419372,0.054079872,0.173124313,0,0,0.14357347,0,0.31860693,0,0.173124313,0.04419372,0.141029362,0,0
0.230689166,0.057535974,0.220834216,0,0.19479906,0.174906728,0,0.220834216,0.094989657,1,0.082582784,0.095162993,0.16466076,0.187871956,0.19189725,0.112390511,0,0,0.098747481,0,0.112390511,0,0.112390511,0.187871956,0.251958501,0.142032262,0
0.047083642,0.061137755,0.045049973,0,0.149653898,0.031573501,0,0.045049973,0.114345988,0.082582784,1,0.775848581,0.126309577,0.030294665,0.044063707,0.135580125,0,0,0.105514726,0,0.135580125,0,0.249513004,0.030294665,0.182834647,0,0
0.060691085,0.084988048,0.058169396,0,0.203284628,0.043592211,0,0.058169396,0.147392634,0.095162993,0.775848581,1,0.172480285,0.044270283,0.054150183,0.173484871,0,0,0.14386519,0,0.173484871,0,0.319270477,0.044270283,0.242174629,0,0
0.105938247,0.06018873,0.249504462,0.077357404,0.484643122,0.193216084,0,0.102737131,0.096590754,0.16466076,0.126309577,0.172480285,1,0.077731927,0.248054355,0.10829777,0,0,0.08895825,0,0.10829777,0,0.451126977,0.077731927,0.300873028,0,0
0.729463266,0.024118515,0.102964807,0,0.091347716,0.072687541,0,0.102964807,0.04419372,0.187871956,0.030294665,0.044270283,0.077731927,1,0.102156612,0.051809995,0,0,0.040395222,0,0.051809995,0,0.051809995,0.757981703,0.132580763,0,0
0.131336833,0.035164625,0.127287599,0,0.116089947,0.101457734,0,0.215375903,0.054079872,0.19189725,0.044063707,0.054150183,0.248054355,0.102156612,1,0.060788974,0,0,0.052362281,0,0.060788974,0,0.060788974,0.102156612,0.149750117,0,0
0.071286482,0.094517928,0.067832523,0,0.130429449,0.049853616,0,0.067832523,0.173124313,0.112390511,0.135580125,0.173484871,0.10829777,0.051809995,0.060788974,1,0,0,0.824999519,0,0.210270095,0,0.210270095,0.051809995,0.164736128,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.035900883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.067924107
0.059118488,0.076610568,0.056320518,0,0.106770492,0.040230078,0,0.056320518,0.14357347,0.098747481,0.105514726,0.14386519,0.08895825,0.040395222,0.052362281,0.824999519,0,0,1,0,0.173472727,0,0.173472727,0.040395222,0.136778401,0,0
0,0.073713671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.071286482,0.094517928,0.067832523,0,0.130429449,0.049853616,0,0.067832523,0.31860693,0.112390511,0.135580125,0.173484871,0.10829777,0.051809995,0.060788974,0.210270095,0,0,0.173472727,0,1,0,0.210270095,0.051809995,0.164736128,0,0
0,0.133424632,0,0,0,0,0.02523751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.071286482,0.094517928,0.067832523,0,0.587110386,0.049853616,0,0.067832523,0.173124313,0.112390511,0.249513004,0.319270477,0.451126977,0.051809995,0.060788974,0.210270095,0,0,0.173472727,0,0.210270095,0,1,0.051809995,0.450502882,0,0
0.729463266,0.024118515,0.102964807,0,0.091347716,0.072687541,0,0.102964807,0.04419372,0.187871956,0.030294665,0.044270283,0.077731927,0.757981703,0.102156612,0.051809995,0,0,0.040395222,0,0.051809995,0,0.051809995,1,0.132580763,0,0
0.17124994,0.082463995,0.16442953,0,0.367804818,0.127687526,0,0.16442953,0.141029362,0.251958501,0.182834647,0.242174629,0.300873028,0.132580763,0.149750117,0.164736128,0,0,0.136778401,0,0.164736128,0,0.450502882,0.132580763,1,0,0
0,0,0,0,0,0,0,0,0,0.142032262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.133228727,0,0,0,0,0,0,0,0,0,0,0.067924107,0,0,0,0,0,0,0,0,1
